"Date","Rental.Count","Temperature.C.","Humidity.percent.","Wind.speed..m.s.","Visibility..10m.","Dew.point.temperature.C.","Solar.Radiation..MJ.m2.","Rainfall.mm.","Snowfall..cm.","Seasons","Holiday","Functioning.Day"
"24/09/2023",9324,24.5,44,3.5,2000,11.4,2.98,0,0,"Autumn","No Holiday","Yes"
"25/09/2023",7125,24.1,55,2.1,2000,14.4,1.92,0,0,"Autumn","No Holiday","Yes"
"26/09/2023",1079,20.2,96,2.6,367,19.5,0.4,1.7,0,"Autumn","No Holiday","Yes"
"27/09/2023",6092,22.2,91,0.6,2000,20.6,0.92,0.1,0,"Autumn","No Holiday","Yes"
"28/09/2023",6296,25.2,68,1.7,1269,18.8,2.4,0,0,"Autumn","Holiday","Yes"
"29/09/2023",4411,24.1,49,1,2000,12.7,2.48,0,0,"Autumn","Holiday","Yes"
"30/09/2023",3067,20.2,70,2.8,2000,14.5,0.66,0,0,"Autumn","Holiday","Yes"
"01/10/2023",7387,21.3,45,3.1,2000,8.8,2.88,0,0,"Autumn","No Holiday","Yes"
"02/10/2023",8572,22.6,38,3.4,2000,7.5,2.87,0,0,"Autumn","Holiday","Yes"
"03/10/2023",8515,18,66,2,2000,11.5,0.59,0,0,"Autumn","Holiday","Yes"
"04/10/2023",7326,22,59,2.6,2000,13.6,2.3,0,0,"Autumn","No Holiday","Yes"
"05/10/2023",7108,16.2,39,3.3,2000,2.2,2.88,0,0,"Autumn","No Holiday","Yes"
"06/10/2023",8341,18.3,41,2,3453,4.8,2.68,0,0,"Autumn","No Holiday","Yes"
"07/10/2023",10008,20.2,49,2,4075,9.1,1.96,0,0,"Autumn","No Holiday","Yes"
"08/10/2023",7323,18.5,64,3,4039,11.5,0.76,0,0,"Autumn","No Holiday","Yes"
"09/10/2023",8399,19,64,1.9,4540,12,2.16,0,0,"Autumn","Holiday","Yes"
"10/10/2023",7534,20.6,55,3.2,2922,11.2,2.67,0,0,"Autumn","No Holiday","Yes"
"11/10/2023",7906,21.3,48,2.1,2831,9.8,2.62,0,0,"Autumn","No Holiday","Yes"
"12/10/2023",7763,21.9,48,0.6,2144,10.3,2.43,0,0,"Autumn","No Holiday","Yes"
"13/10/2023",8318,21.1,58,1.3,1766,12.5,1.7,0,0,"Autumn","No Holiday","Yes"
"14/10/2023",1339,15,90,1.6,269,13.3,0.33,1.5,0,"Autumn","No Holiday","Yes"
"15/10/2023",8960,17.7,69,3.3,2153,11.9,1.66,0,0,"Autumn","No Holiday","Yes"
"16/10/2023",7375,17.5,39,3,3250,3.3,2.64,0,0,"Autumn","No Holiday","Yes"
"17/10/2023",7633,18,40,1.9,3224,4.1,2.59,0,0,"Autumn","No Holiday","Yes"
"18/10/2023",7866,19.2,55,1.6,1601,9.9,2.05,0,0,"Autumn","No Holiday","Yes"
"19/10/2023",3976,17.6,89,0.3,479,15.7,0.4,0,0,"Autumn","No Holiday","Yes"
"20/10/2023",7625,14,35,4.7,4735,-1.2,2.61,0,0,"Autumn","No Holiday","Yes"
"21/10/2023",8370,13.8,46,4.7,4497,2.3,2.51,0,0,"Autumn","No Holiday","Yes"
"22/10/2023",7997,15.8,44,1.7,3573,3.5,2.34,0,0,"Autumn","No Holiday","Yes"
"23/10/2023",7014,19.7,61,2.3,1634,11.9,2.06,0,0,"Autumn","No Holiday","Yes"
"24/10/2023",7198,19.2,65,1.7,1335,12.4,2.12,0,0,"Autumn","No Holiday","Yes"
"25/10/2023",7592,19,68,1.6,1208,12.9,1.48,0,0,"Autumn","No Holiday","Yes"
"26/10/2023",6977,19.5,75,3.1,593,14.9,1.01,0,0,"Autumn","No Holiday","Yes"
"27/10/2023",7791,17.7,63,1.9,3022,10.5,1.49,0,0,"Autumn","No Holiday","Yes"
"28/10/2023",9367,18.3,55,1.2,1476,9,2.31,0,0,"Autumn","No Holiday","Yes"
"29/10/2023",8874,18.8,50,2,2937,8.1,2.34,0,0,"Autumn","No Holiday","Yes"
"30/10/2023",7200,19.1,55,2,1366,9.8,2.2,0,0,"Autumn","No Holiday","Yes"
"31/10/2023",7412,18.6,64,2,904,11.6,1.83,0,0,"Autumn","No Holiday","Yes"
"01/11/2023",6859,19.1,80,2.2,864,15.5,0.29,0,0,"Autumn","No Holiday","Yes"
"02/11/2023",7721,23.7,63,3.3,1822,16.2,2.01,0,0,"Autumn","No Holiday","Yes"
"03/11/2023",7520,21.6,73,3.4,1700,16.5,1,0,0,"Autumn","No Holiday","Yes"
"04/11/2023",9376,18.6,70,3.7,1833,13,1.12,0,0,"Autumn","No Holiday","Yes"
"05/11/2023",3358,17,93,3.6,2027,15.8,0.86,2.7,0,"Autumn","No Holiday","Yes"
"06/11/2023",2090,14.7,83,5.5,1752,11.8,0.79,0.3,0,"Autumn","No Holiday","Yes"
"07/11/2023",5200,7,54,3.4,4812,-1.6,2.3,0,0,"Autumn","No Holiday","Yes"
"08/11/2023",6070,10.6,46,2.3,3494,-0.5,1.74,0,0,"Autumn","No Holiday","Yes"
"09/11/2023",6612,15.1,55,1,1721,6.1,1.32,0,0,"Autumn","No Holiday","Yes"
"10/11/2023",5468,5.2,45,3.6,4001,-5.7,2.28,0,0,"Autumn","No Holiday","Yes"
"11/11/2023",5679,3.1,41,2.8,4019,-8.9,1.38,0,0,"Autumn","No Holiday","Yes"
"12/11/2023",4392,2.9,41,2.9,3948,-9,2.23,0,0,"Autumn","No Holiday","Yes"
"13/11/2023",4468,4.3,35,4.1,4612,-9.8,2.23,0,0,"Autumn","No Holiday","Yes"
"14/11/2023",5155,8.7,50,1.5,2300,-1.1,2.06,0,0,"Autumn","No Holiday","Yes"
"15/11/2023",6219,10.4,58,1.8,1247,2.4,1.88,0,0,"Autumn","No Holiday","Yes"
"16/11/2023",212,6.8,91,2.1,211,5.4,0.18,3.3,0,"Autumn","No Holiday","Yes"
"17/11/2023",4693,4,52,2.3,4990,-4.9,0.55,0,0,"Autumn","No Holiday","Yes"
"18/11/2023",4666,2.2,50,3.8,2648,-7.1,2.03,0,0,"Autumn","No Holiday","Yes"
"19/11/2023",5084,7.7,68,1.5,1619,2.1,0.88,0,0,"Autumn","No Holiday","Yes"
"20/11/2023",4988,10.1,46,2,2464,-1,2.05,0,0,"Autumn","No Holiday","Yes"
"21/11/2023",5502,11.8,43,1.1,1654,-0.3,2,0,0,"Autumn","No Holiday","Yes"
"22/11/2023",5959,11.8,50,0.9,1265,1.6,1.9,0,0,"Autumn","No Holiday","Yes"
"23/11/2023",5691,13.6,66,1.5,342,7.3,1.35,0,0,"Autumn","No Holiday","Yes"
"24/11/2023",4312,0.2,46,4.4,3927,-10,2.07,0,0,"Autumn","No Holiday","Yes"
"25/11/2023",4345,2.2,33,2.7,4286,-12.4,2.01,0,0,"Autumn","No Holiday","Yes"
"26/11/2023",4353,5.3,39,1.2,3680,-7.5,0.91,0,0,"Autumn","No Holiday","Yes"
"27/11/2023",1605,5.9,93,1.9,277,4.8,0.15,1.5,0,"Autumn","No Holiday","Yes"
"28/11/2023",4194,3.1,41,3.9,3559,-8.9,1.92,0,0,"Autumn","No Holiday","Yes"
"29/11/2023",4320,2,47,1.9,3716,-8.1,0.79,0,0,"Autumn","No Holiday","Yes"
"30/11/2023",3531,-3.2,36,4.3,4783,-16.1,2.01,0,0,"Autumn","No Holiday","Yes"
"01/12/2023",3679,-1.5,42,2.5,3581,-12.7,1.97,0,0,"Winter","No Holiday","Yes"
"02/12/2023",4603,3.7,55,1.5,1864,-4.5,1.7,0,0,"Winter","No Holiday","Yes"
"03/12/2023",3986,3,49,1.8,1862,-6.6,1.88,0,0,"Winter","No Holiday","Yes"
"04/12/2023",4180,5.2,45,1.1,1627,-5.7,1.83,0,0,"Winter","No Holiday","Yes"
"05/12/2023",4698,8.2,50,1.6,1938,-1.6,1.02,0,0,"Winter","No Holiday","Yes"
"06/12/2023",4532,7.6,66,2.3,761,1.6,0.37,0,0,"Winter","No Holiday","Yes"
"07/12/2023",4782,9.1,58,4,2508,1.2,1.65,0,0,"Winter","No Holiday","Yes"
"08/12/2023",5597,13.9,60,1.5,1604,6.2,1.55,0,0,"Winter","No Holiday","Yes"
"09/12/2023",6046,14.7,79,2.4,800,11,0.57,0,0,"Winter","No Holiday","Yes"
"10/12/2023",5452,12.4,51,NA,1331,2.5,NA,0,0,"Winter","No Holiday","Yes"
"11/12/2023",224,10.5,80,NA,2112,7.1,0.2,0.1,0,"Winter","No Holiday","Yes"
"12/12/2023",4330,6.2,71,2.5,5000,1.3,0.45,0,0,"Winter","No Holiday","Yes"
"13/12/2023",5074,7.6,71,2,3259,2.6,0.65,0,0,"Winter","No Holiday","Yes"
"14/12/2023",343,7.6,92,4.3,733,6.3,0.26,1.4,0,"Winter","No Holiday","Yes"
"15/12/2023",273,4.9,97,3.8,749,4.4,0.19,5.5,0,"Winter","No Holiday","Yes"
"16/12/2023",2551,-2.7,57,7.6,5000,-10,1.78,0,0,"Winter","No Holiday","Yes"
"17/12/2023",1705,-8.5,50,3.1,4319,-17,1.89,0,0,"Winter","No Holiday","Yes"
"18/12/2023",2282,-6.2,43,2.4,4967,-16.7,0.93,0,0,"Winter","No Holiday","Yes"
"19/12/2023",2848,-1.6,44,1,3810,-12.2,1.13,0,0,"Winter","No Holiday","Yes"
"20/12/2023",1707,-5.8,58,3.4,1263,-12.7,1.35,0,1.2,"Winter","No Holiday","Yes"
"21/12/2023",1726,-11.2,48,3.2,3059,-20,1.83,0,0.5,"Winter","No Holiday","Yes"
"22/12/2023",1988,-10.9,43,2.6,3657,-21,1.86,0,0.3,"Winter","No Holiday","Yes"
"23/12/2023",2547,-5.3,44,1.7,2899,-15.6,1.79,0,0.1,"Winter","No Holiday","Yes"
"24/12/2023",1538,-1,71,1.2,1475,-5.6,1.73,0,1,"Winter","No Holiday","Yes"
"25/12/2023",1303,1,81,1.9,749,-1.9,0.46,0.2,2.6,"Winter","Holiday","Yes"
"26/12/2023",2984,5.4,66,3.3,1038,-0.4,1.64,0,0,"Winter","No Holiday","Yes"
"27/12/2023",3316,3.6,71,1.3,597,-1.1,1.61,0,0,"Winter","No Holiday","Yes"
"28/12/2023",3422,2.9,58,3.9,1939,-4.5,1.56,0,0,"Winter","No Holiday","Yes"
"29/12/2023",3918,3.3,64,2.3,1245,-2.8,0.83,0,0,"Winter","No Holiday","Yes"
"30/12/2023",240,0.3,96,2.9,86,-0.2,0.11,4.4,7.3,"Winter","No Holiday","Yes"
"31/12/2023",1390,2.2,96,3.3,1408,1.6,0.37,0,3.9,"Winter","No Holiday","Yes"
"01/01/2024",2364,5.7,73,2.3,1555,1.2,1.7,0,1.7,"Winter","Holiday","Yes"
"02/01/2024",3254,3.6,72,1.7,967,-0.9,0.6,0,0,"Winter","No Holiday","Yes"
"03/01/2024",2540,3,89,1.4,405,1.3,0.38,0.5,0,"Winter","No Holiday","Yes"
"04/01/2024",3514,1.4,73,3,702,-2.9,0.95,0,0,"Winter","No Holiday","Yes"
"05/01/2024",3994,8.1,68,2.8,394,2.5,1.11,0,0,"Winter","No Holiday","Yes"
"06/01/2024",4102,2.9,44,2.3,4836,-8.1,1.83,0,0,"Winter","No Holiday","Yes"
"07/01/2024",1895,-2.5,44,4.7,4180,-13.1,1.89,0,3.2,"Winter","No Holiday","Yes"
"08/01/2024",2591,-2.3,40,1.7,2898,-14.1,1.89,0,1.2,"Winter","No Holiday","Yes"
"09/01/2024",677,-0.5,89,2.3,474,-2,0.22,0.2,1.4,"Winter","No Holiday","Yes"
"10/01/2024",2764,0,82,1.8,602,-2.7,1,0,2.5,"Winter","No Holiday","Yes"
"11/01/2024",3223,2.2,72,1.5,646,-2.3,1.14,0,1.9,"Winter","No Holiday","Yes"
"12/01/2024",3676,2.2,55,2.8,932,-5.9,1.74,0,0,"Winter","No Holiday","Yes"
"13/01/2024",4069,3.2,36,1.7,3700,-10.4,1.91,0,0,"Winter","No Holiday","Yes"
"14/01/2024",542,1.2,65,2.1,2106,-4.6,0.08,0,0,"Winter","No Holiday","Yes"
"15/01/2024",2831,-2.8,38,3.1,3858,-15.1,1.97,0,0,"Winter","No Holiday","Yes"
"16/01/2024",3048,-0.1,41,2.3,3101,-11.8,1.92,0,0,"Winter","No Holiday","Yes"
"17/01/2024",710,1,77,1.7,266,-2.5,0.3,0.1,0.1,"Winter","No Holiday","Yes"
"18/01/2024",3082,5,81,1.5,1189,2,1.66,0,0,"Winter","No Holiday","Yes"
"19/01/2024",4079,7.5,60,4.8,4393,0.2,1.69,0,0,"Winter","No Holiday","Yes"
"20/01/2024",3449,4.7,57,5.6,5000,-3.1,0.36,0,0,"Winter","No Holiday","Yes"
"21/01/2024",2952,4.2,66,1.3,5000,-1.5,0.64,0,0,"Winter","No Holiday","Yes"
"22/01/2024",1982,-8.4,60,4.8,2310,-14.7,0.78,0,1,"Winter","No Holiday","Yes"
"23/01/2024",1736,-10.4,49,4,3110,-19,2.06,0,0,"Winter","No Holiday","Yes"
"24/01/2024",2009,-6.7,45,3.6,3314,-16.6,2.05,0,0,"Winter","No Holiday","Yes"
"25/01/2024",2501,-4.2,37,1.3,3163,-16.7,2.04,0,0,"Winter","No Holiday","Yes"
"26/01/2024",3326,1.3,45,1.5,2772,-9.3,1.96,0,0,"Winter","No Holiday","Yes"
"27/01/2024",3765,2.1,43,2.2,1689,-9.2,1.94,0,0,"Winter","No Holiday","Yes"
"28/01/2024",3004,0.8,51,2,3410,-8.2,1.59,0,0,"Winter","No Holiday","Yes"
"29/01/2024",3269,2.1,52,2.3,1815,-6.7,1.93,0,0,"Winter","No Holiday","Yes"
"30/01/2024",3314,3.4,49,2.1,1160,-6.3,1.8,0,0,"Winter","No Holiday","Yes"
"31/01/2024",3824,8,40,1.2,1042,-4.8,1.92,0,0,"Winter","No Holiday","Yes"
"01/02/2024",3685,3.7,61,2.3,494,-3.1,1.32,0,0,"Winter","No Holiday","Yes"
"02/02/2024",4095,5.3,57,1.7,2806,-2.5,1.45,0,0,"Winter","No Holiday","Yes"
"03/02/2024",4288,6.5,55,3.7,1971,-1.9,1.18,0,0,"Winter","No Holiday","Yes"
"04/02/2024",4376,9.1,58,1.8,2159,1.2,1.95,0,0,"Winter","No Holiday","Yes"
"05/02/2024",1002,3.5,73,6.1,4319,-0.8,0.44,0,0,"Winter","No Holiday","Yes"
"06/02/2024",3071,2.6,76,1,3280,-1.2,0.57,0,1.3,"Winter","No Holiday","Yes"
"07/02/2024",3463,1.3,75,1.6,1117,-2.6,0.4,0,0,"Winter","No Holiday","Yes"
"08/02/2024",4161,2.9,58,2.6,1100,-4.5,1.98,0,0,"Winter","No Holiday","Yes"
"09/02/2024",2784,3.8,60,3.2,1303,-3.2,1.97,0,0,"Winter","Holiday","Yes"
"10/02/2024",1749,4.1,69,2.4,589,-1,1.18,0,0,"Winter","Holiday","Yes"
"11/02/2024",2691,3.7,52,2.1,1630,-5.2,1.79,0,0,"Winter","No Holiday","Yes"
"12/02/2024",3685,6.1,57,1.2,664,-1.7,2.18,0,0,"Winter","Holiday","Yes"
"13/02/2024",4251,12.2,61,4,1128,4.8,2.14,0,0,"Winter","No Holiday","Yes"
"14/02/2024",5060,16.4,64,2.2,1155,9.5,1.71,0,0,"Winter","No Holiday","Yes"
"15/02/2024",127,3,95,5.2,664,2.2,0.12,4.6,0,"Winter","No Holiday","Yes"
"16/02/2024",4409,3.5,62,2.3,2161,-3.1,0.78,0,0,"Winter","No Holiday","Yes"
"17/02/2024",5392,6.2,65,2.2,1640,0,1.91,0,0,"Winter","No Holiday","Yes"
"18/02/2024",4381,7.6,61,2.7,1495,0.5,0.31,0,0,"Winter","No Holiday","Yes"
"19/02/2024",1737,11.8,99,2.2,77,11.6,0.21,0.2,0,"Winter","No Holiday","Yes"
"20/02/2024",3513,5,88,1.1,781,3.1,0.22,0,0,"Winter","No Holiday","Yes"
"21/02/2024",207,2.4,93,5.2,1792,1.3,0.38,1.9,0,"Winter","No Holiday","Yes"
"22/02/2024",1114,0.8,76,4.9,2643,-2.9,0.59,0,13,"Winter","No Holiday","Yes"
"23/02/2024",3367,3.6,57,3.9,4471,-4.1,2.38,0,8.5,"Winter","No Holiday","Yes"
"24/02/2024",4298,3.9,52,3.6,4399,-5,2.07,0,1.5,"Winter","No Holiday","Yes"
"25/02/2024",3113,4.7,74,1.3,4022,0.4,1.49,0,0,"Winter","No Holiday","Yes"
"26/02/2024",4229,7.1,53,2.6,3489,-1.8,2.56,0,0,"Winter","No Holiday","Yes"
"27/02/2024",4105,6.2,46,3.5,4344,-4.5,1.71,0,0,"Winter","No Holiday","Yes"
"28/02/2024",4643,8.1,52,1.7,2366,-1.1,1.54,0,0,"Winter","No Holiday","Yes"
"29/02/2024",4380,6.8,59,0.8,1269,-0.6,0.46,0,0,"Winter","No Holiday","Yes"
"01/03/2024",2867,-3,33,4.6,3016,-17,2.72,0,0,"Spring","Holiday","Yes"
"02/03/2024",3513,1.9,54,4.7,3247,-6.4,2.43,0,0,"Spring","No Holiday","Yes"
"03/03/2024",4159,6.7,46,2.8,967,-4.1,2.12,0,0,"Spring","No Holiday","Yes"
"04/03/2024",4506,8,29,1.8,2102,-8.9,2.67,0,0,"Spring","No Holiday","Yes"
"05/03/2024",3978,10.4,37,3.2,1711,-3.6,1.4,0,0,"Spring","No Holiday","Yes"
"06/03/2024",4549,9.2,50,2.2,4809,-0.7,1.92,0,0,"Spring","No Holiday","Yes"
"07/03/2024",3832,5.4,66,3.1,829,-0.4,1.12,0,0,"Spring","No Holiday","Yes"
"08/03/2024",4128,4.6,32,5.4,3068,-10.7,2.82,0,0,"Spring","No Holiday","Yes"
"09/03/2024",5030,4.2,33,3.2,3018,-10.6,2.83,0,0,"Spring","No Holiday","Yes"
"10/03/2024",5185,7.8,32,3.1,2848,-7.9,2.75,0,0,"Spring","No Holiday","Yes"
"11/03/2024",4190,6.8,48,2.1,2184,-3.4,NA,0,0,"Spring","No Holiday","Yes"
"12/03/2024",3522,8.5,73,NA,1444,3.9,0,0.1,0,"Spring","No Holiday","Yes"
"13/03/2024",4935,10.6,50,2.6,2019,0.5,2.82,0,0,"Spring","No Holiday","Yes"
"14/03/2024",5063,11.8,47,2.1,1024,0.8,NA,0,0,"Spring","No Holiday","Yes"
"15/03/2024",5563,12.2,53,3.2,1048,2.8,2.67,0,0,"Spring","No Holiday","Yes"
"16/03/2024",7325,14.4,47,1.7,944,3.2,2.7,0,0,"Spring","No Holiday","Yes"
"17/03/2024",5711,9.6,39,5.6,1393,-3.7,2.59,0,0,"Spring","No Holiday","Yes"
"18/03/2024",4916,11,21,2.8,3886,-10.5,2.92,0,0,"Spring","No Holiday","Yes"
"19/03/2024",2965,8.6,74,4.8,1454,4.2,0.79,0.2,0,"Spring","No Holiday","Yes"
"20/03/2024",4295,6.6,35,3.9,3148,-7.8,2.72,0,0,"Spring","No Holiday","Yes"
"21/03/2024",4823,8.6,30,2.1,3110,-8,2.98,0,0,"Spring","No Holiday","Yes"
"22/03/2024",5320,14.2,32,3.2,2793,-2.2,2.31,0,0,"Spring","No Holiday","Yes"
"23/03/2024",7101,13.7,68,3.6,830,7.8,2.35,0,0,"Spring","No Holiday","Yes"
"24/03/2024",7859,19.2,34,2.4,3901,2.9,2.46,0,0,"Spring","No Holiday","Yes"
"25/03/2024",4146,13,50,5.7,4720,2.8,0.62,0,0,"Spring","No Holiday","Yes"
"26/03/2024",3767,7.7,77,2.4,4402,3.9,1.65,0,0,"Spring","No Holiday","Yes"
"27/03/2024",5738,13.6,56,3.1,1666,4.9,2.6,0,0,"Spring","No Holiday","Yes"
"28/03/2024",2869,11.2,76,1.8,1449,7.1,0.31,0,0,"Spring","No Holiday","Yes"
"29/03/2024",949,7.4,90,1.9,690,5.8,0.1,1.4,0,"Spring","No Holiday","Yes"
"30/03/2024",6837,11.5,44,2.3,2273,-0.3,2.4,0,0,"Spring","No Holiday","Yes"
"31/03/2024",7664,14.1,26,1.7,3740,-5.1,3.14,0,0,"Spring","No Holiday","Yes"
"01/04/2024",5978,16.9,21,2.7,4060,-5.6,3.07,0,0,"Spring","No Holiday","Yes"
"02/04/2024",6383,20.5,21,1.8,2182,-2.6,3.04,0,0,"Spring","No Holiday","Yes"
"03/04/2024",4393,18.1,52,2.3,4022,8,0.74,0,0,"Spring","No Holiday","Yes"
"04/04/2024",6723,19.3,42,2.3,3143,6,2.34,0,0,"Spring","No Holiday","Yes"
"05/04/2024",7569,16.7,46,1.8,2235,5,2.01,0,0,"Spring","No Holiday","Yes"
"06/04/2024",9530,15.6,33,1.5,1574,-0.6,2.16,0,0,"Spring","No Holiday","Yes"
"07/04/2024",9127,19.4,25,2.7,1579,-1.1,3.05,0,0,"Spring","No Holiday","Yes"
"08/04/2024",6116,18.8,33,2.2,1598,2.1,1.7,0,0,"Spring","No Holiday","Yes"
"09/04/2024",6854,17.6,24,4.2,3339,-3.2,3.23,0,0,"Spring","No Holiday","Yes"
"10/04/2024",9229,16.5,56,2.9,1547,7.6,2.11,0,0,"Spring","Holiday","Yes"
"11/04/2024",6015,17.6,55,1.8,1501,8.4,1.35,0,0,"Spring","No Holiday","Yes"
"12/04/2024",7132,20.5,50,2.5,1621,9.7,3.08,0,0,"Spring","No Holiday","Yes"
"13/04/2024",9066,23.7,42,2.4,1605,10,3.19,0,0,"Spring","No Holiday","Yes"
"14/04/2024",8218,25.8,30,2.3,2475,6.8,3.26,0,0,"Spring","No Holiday","Yes"
"15/04/2024",937,16.8,88,3,2183,14.7,0.66,0.3,0,"Spring","No Holiday","Yes"
"16/04/2024",5123,13.2,83,2.8,666,10.3,0.86,0,0,"Spring","No Holiday","Yes"
"17/04/2024",6496,18.6,53,2.8,767,8.8,3.04,0,0,"Spring","No Holiday","Yes"
"18/04/2024",6316,21.9,48,2.4,1130,10.3,3.17,0,0,"Spring","No Holiday","Yes"
"19/04/2024",7007,21.8,40,1.8,941,7.5,2.94,0,0,"Spring","No Holiday","Yes"
"20/04/2024",1522,16.9,70,2.9,2247,11.3,0.65,0,0,"Spring","No Holiday","Yes"
"21/04/2024",8134,21.4,56,3.9,3467,12.2,2.56,0,0,"Spring","No Holiday","Yes"
"22/04/2024",6386,19.8,46,3.6,3037,7.8,2,0,0,"Spring","No Holiday","Yes"
"23/04/2024",6770,21.2,45,3.2,3113,8.7,3.31,0,0,"Spring","No Holiday","Yes"
"24/04/2024",4785,14.1,78,1.5,3617,10.3,0.64,0,0,"Spring","No Holiday","Yes"
"25/04/2024",6721,13.8,73,1.1,898,9,1.48,0,0,"Spring","No Holiday","Yes"
"26/04/2024",7408,21.3,48,1.3,1314,9.8,2.52,0,0,"Spring","No Holiday","Yes"
"27/04/2024",9275,22,44,3.1,1342,9.1,3.45,0,0,"Spring","No Holiday","Yes"
"28/04/2024",7907,24.7,41,2.4,2561,10.5,3.22,0,0,"Spring","No Holiday","Yes"
"29/04/2024",7093,23.9,38,3.8,2572,8.7,3.11,0,0,"Spring","No Holiday","Yes"
"30/04/2024",7340,20.8,56,2.6,872,11.6,2.42,0,0,"Spring","No Holiday","Yes"
"01/05/2024",9575,20.5,34,1.8,3011,4,3.38,0,0,"Spring","No Holiday","Yes"
"02/05/2024",7211,22.4,40,3.4,1442,8.1,3.44,0,0,"Spring","No Holiday","Yes"
"03/05/2024",7737,23.4,35,1.6,1314,7,3.43,0,0,"Spring","No Holiday","Yes"
"04/05/2024",8233,26.1,36,1.7,805,9.8,3.32,0,0,"Spring","No Holiday","Yes"
"05/05/2024",114,18.3,95,2.5,403,17.4,0.39,4.5,0,"Spring","Holiday","Yes"
"06/05/2024",709,13.9,95,4.5,498,13.1,0.32,0.4,0,"Spring","Holiday","Yes"
"07/05/2024",3724,13.5,76,3.2,4388,9.3,0.55,0,0,"Spring","No Holiday","Yes"
"08/05/2024",6866,17.9,45,1.6,3027,5.7,3.54,0,0,"Spring","No Holiday","Yes"
"09/05/2024",6759,19.6,47,3.5,2305,7.9,3.3,0,0,"Spring","No Holiday","Yes"
"10/05/2024",7601,21.2,41,4.1,2164,7.4,3.03,0,0,"Spring","No Holiday","Yes"
"11/05/2024",7801,21.6,64,6.5,2473,14.4,0.89,0,0,"Spring","No Holiday","Yes"
"12/05/2024",8554,18.9,52,4.8,1786,8.8,3.42,0,0,"Spring","No Holiday","Yes"
"13/05/2024",6657,22.2,38,2.8,3010,7.1,3.56,0,0,"Spring","No Holiday","Yes"
"14/05/2024",7129,23.2,31,4.8,2884,5.1,3.54,0,0,"Spring","No Holiday","Yes"
"15/05/2024",6045,16.1,66,3.6,2246,9.7,0.55,0,0,"Spring","Holiday","Yes"
"16/05/2024",6776,17,45,3.6,4003,4.9,3.66,0,0,"Spring","No Holiday","Yes"
"17/05/2024",7493,21.7,55,1.6,1685,12.2,2.9,0,0,"Spring","No Holiday","Yes"
"18/05/2024",8969,24.3,54,2.5,3237,14.3,3.28,0,0,"Spring","No Holiday","Yes"
"19/05/2024",7903,25.5,49,1.5,3329,13.9,3.42,0,0,"Spring","No Holiday","Yes"
"20/05/2024",6419,22.3,66,4.1,3012,15.6,1.47,0,0,"Spring","No Holiday","Yes"
"21/05/2024",6564,24.4,55,2,2249,14.7,3.46,0,0,"Spring","No Holiday","Yes"
"22/05/2024",6718,23.4,63,2.7,766,15.9,3.46,0,0,"Spring","No Holiday","Yes"
"23/05/2024",6639,24.1,59,2.6,1025,15.5,3.47,0,0,"Spring","No Holiday","Yes"
"24/05/2024",7444,23.5,65,2.1,1047,16.5,3.2,0,0,"Spring","No Holiday","Yes"
"25/05/2024",9066,24.1,48,2.1,2152,12.3,2.37,0,0,"Spring","No Holiday","Yes"
"26/05/2024",8017,22.9,52,3.4,2322,12.5,1.44,0,0,"Spring","No Holiday","Yes"
"27/05/2024",6472,20.8,52,4.5,3474,10.5,3.29,0,0,"Spring","No Holiday","Yes"
"28/05/2024",6966,23.8,42,3.8,4412,10.1,3.5,0,0,"Spring","No Holiday","Yes"
"29/05/2024",6772,25.2,43,3.1,2698,11.7,3.46,0,0,"Spring","No Holiday","Yes"
"30/05/2024",6791,22.8,44,1.7,2907,9.9,0.79,0,0,"Spring","No Holiday","Yes"
"31/05/2024",7186,23.3,44,2.7,3842,10.3,3.53,0,0,"Spring","No Holiday","Yes"
"01/06/2024",8777,22.7,53,3.1,2526,12.6,3.4,0,0,"Summer","No Holiday","Yes"
"02/06/2024",8037,23.8,40,3.4,3877,9.3,3.61,0,0,"Summer","No Holiday","Yes"
"03/06/2024",6405,25.4,35,2.6,3950,8.8,3.63,0,0,"Summer","No Holiday","Yes"
"04/06/2024",6591,26.3,33,2.2,3970,8.7,3.58,0,0,"Summer","No Holiday","Yes"
"05/06/2024",6688,28,43,2.3,1362,14.2,3.2,0,0,"Summer","No Holiday","Yes"
"06/06/2024",7544,28.2,46,1.6,1268,15.4,2.87,0,0,"Summer","Holiday","Yes"
"07/06/2024",7623,25.9,44,2.2,2067,12.7,2.32,0,0,"Summer","No Holiday","Yes"
"08/06/2024",3600,19.5,89,1,800,17.6,0.51,0.3,0,"Summer","No Holiday","Yes"
"09/06/2024",7611,26,55,2.3,2037,16.2,3.19,0,0,"Summer","No Holiday","Yes"
"10/06/2024",6028,28.3,52,2.2,1496,17.4,3.17,0,0,"Summer","No Holiday","Yes"
"11/06/2024",6130,28.5,53,2.1,773,17.9,3.32,0,0,"Summer","No Holiday","Yes"
"12/06/2024",6016,29.3,42,1.9,2525,15,3.41,0,0,"Summer","No Holiday","Yes"
"13/06/2024",5838,30.6,41,2.5,2314,15.8,3.43,0,0,"Summer","No Holiday","Yes"
"14/06/2024",6177,31.6,35,2.7,2486,14.2,3.42,0,0,"Summer","No Holiday","Yes"
"15/06/2024",4470,24.9,73,2.1,1072,19.7,0.56,0,0,"Summer","No Holiday","Yes"
