"","Date","Rental.Count","Temperature.C.","Humidity.percent.","Wind.speed..m.s.","Visibility..10m.","Dew.point.temperature.C.","Solar.Radiation..MJ.m2.","Rainfall.mm.","Snowfall..cm.","Seasons","Holiday","Functioning.Day"
"260","17/08/2018",904,30.3,30,1.9,1981,10.7,3.17,0,0,"Summer","No Holiday","Yes"
"261","18/08/2018",952,29.8,33,1.5,1936,11.7,3.14,0,0,"Summer","No Holiday","Yes"
"262","19/08/2018",926,30.9,37,1.8,1858,14.5,2.98,0,0,"Summer","No Holiday","Yes"
"263","20/08/2018",808,31.7,45,2.5,1814,18.3,1.96,0,0,"Summer","No Holiday","Yes"
"264","21/08/2018",848,25.7,74,3.4,1951,20.7,1.16,0,0,"Summer","No Holiday","Yes"
"265","22/08/2018",784,33.9,45,1.4,1923,20.2,2.95,0,0,"Summer","No Holiday","Yes"
"266","23/08/2018",769,31.9,49,1.9,2000,19.8,1.85,0,0,"Summer","No Holiday","Yes"
"267","24/08/2018",355,25.8,81,3.2,1828,22.2,0.8,0,0,"Summer","No Holiday","Yes"
"268","25/08/2018",1070,27.9,55,2.9,1922,18,1.49,0,0,"Summer","No Holiday","Yes"
"269","26/08/2018",1070,28.9,42,2,1975,14.6,2.5,0,0,"Summer","No Holiday","Yes"
"270","27/08/2018",137,22.6,90,1.4,1963,20.8,1.02,1,0,"Summer","No Holiday","Yes"
"271","28/08/2018",25,25.2,89,1.4,340,23.2,0.32,2,0,"Summer","No Holiday","Yes"
"272","29/08/2018",648,27.4,72,4.2,1989,21.8,0.54,0,0,"Summer","No Holiday","Yes"
"273","30/08/2018",768,27,74,2.5,915,21.9,0.94,0,0,"Summer","No Holiday","Yes"
"274","31/08/2018",982,27.8,47,2.9,1905,15.4,2.99,0,0,"Summer","No Holiday","Yes"
"275","01/09/2018",1086,28.9,46,1.6,1966,16.1,2.96,0,0,"Autumn","No Holiday","Yes"
"276","02/09/2018",1075,27.5,43,1.4,1959,13.7,2.75,0,0,"Autumn","No Holiday","Yes"
"277","03/09/2018",673,23.9,83,1.1,1901,20.8,0.27,0,0,"Autumn","No Holiday","Yes"
"278","04/09/2018",995,25.8,57,2.8,2000,16.6,3.02,0,0,"Autumn","No Holiday","Yes"
"279","05/09/2018",1072,27.1,44,5,2000,13.7,2.8,0,0,"Autumn","No Holiday","Yes"
"280","06/09/2018",1041,26.9,60,2.3,1592,18.4,1.67,0,0,"Autumn","No Holiday","Yes"
"281","07/09/2018",1213,24.2,50,3.8,2000,13.1,2.85,0,0,"Autumn","No Holiday","Yes"
"282","08/09/2018",1273,25.2,36,2.4,1995,9,2.93,0,0,"Autumn","No Holiday","Yes"
"283","09/09/2018",1220,25.9,39,1.2,1950,10.8,2.89,0,0,"Autumn","No Holiday","Yes"
"284","10/09/2018",1095,26.7,40,1.4,2000,11.9,2.92,0,0,"Autumn","No Holiday","Yes"
"285","11/09/2018",1192,24.5,40,1.3,1973,10,2.64,0,0,"Autumn","No Holiday","Yes"
"286","12/09/2018",1165,26.3,44,1.2,1966,13,2.91,0,0,"Autumn","No Holiday","Yes"
"287","13/09/2018",1119,24.3,59,1.5,2000,15.7,1.12,0,0,"Autumn","No Holiday","Yes"
"288","14/09/2018",1088,25.3,56,1.2,1960,15.8,1.35,0,0,"Autumn","No Holiday","Yes"
"289","15/09/2018",1284,25.4,63,0.9,2000,17.8,1.01,0,0,"Autumn","No Holiday","Yes"
"290","16/09/2018",989,23.7,64,1.9,1474,16.4,0.79,0,0,"Autumn","No Holiday","Yes"
"291","17/09/2018",1083,25.2,50,1.7,1710,14,2.83,0,0,"Autumn","No Holiday","Yes"
"292","18/09/2018",0,24.7,43,1.8,1809,11.2,1.75,0,0,"Autumn","No Holiday","No"
"293","19/09/2018",0,24.9,51,1.2,1619,14,1.56,0,0,"Autumn","No Holiday","No"
"294","20/09/2018",180,19,91,1.7,965,17.4,0.67,0.5,0,"Autumn","No Holiday","Yes"
"295","21/09/2018",143,19.1,91,2,1971,17.5,0.63,0,0,"Autumn","No Holiday","Yes"
"296","22/09/2018",1273,24.2,43,2.2,1798,10.8,2.31,0,0,"Autumn","No Holiday","Yes"
"297","23/09/2018",915,20.8,52,1.2,1984,10.5,1.25,0,0,"Autumn","Holiday","Yes"
"298","24/09/2018",754,20.3,34,2.6,2000,3.9,2.85,0,0,"Autumn","Holiday","Yes"
"299","25/09/2018",1045,21.7,36,2,2000,5.9,2.78,0,0,"Autumn","Holiday","Yes"
"300","26/09/2018",1358,22.5,37,1.8,2000,7,2.5,0,0,"Autumn","No Holiday","Yes"
"301","27/09/2018",1189,23.2,42,1.4,2000,9.5,2.73,0,0,"Autumn","No Holiday","Yes"
"302","28/09/2018",0,19,52,1.2,2000,8.9,0.98,0,0,"Autumn","No Holiday","No"
"303","29/09/2018",1495,23.8,44,1.7,2000,10.8,2.66,0,0,"Autumn","No Holiday","Yes"
"304","30/09/2018",0,20.8,47,3.1,1665,9,2,0,0,"Autumn","No Holiday","No"
"305","01/10/2018",1138,18.4,40,3.5,1958,4.5,2.28,0,0,"Autumn","No Holiday","Yes"
"306","02/10/2018",0,19.4,41,3.1,1956,5.7,2.67,0,0,"Autumn","No Holiday","No"
"307","03/10/2018",1634,21.4,40,1.4,1973,7.2,2.53,0,0,"Autumn","Holiday","Yes"
"308","04/10/2018",0,23.2,38,1.7,1990,8,2.44,0,0,"Autumn","No Holiday","No"
"309","05/10/2018",23,16.6,90,1.7,518,14.9,0.51,2,0,"Autumn","No Holiday","Yes"
"310","06/10/2018",130,18,92,2.9,1999,16.6,0.45,1,0,"Autumn","No Holiday","Yes"
"311","07/10/2018",1516,19.8,46,2.5,1837,7.8,2.3,0,0,"Autumn","No Holiday","Yes"
"312","08/10/2018",1238,19.2,31,0.5,1994,1.6,2.4,0,0,"Autumn","No Holiday","Yes"
"313","09/10/2018",0,18.3,40,0.6,1995,4.4,1.82,0,0,"Autumn","Holiday","No"
"314","10/10/2018",1006,13.7,43,3.4,1980,1.3,1.65,0,0,"Autumn","No Holiday","Yes"
"315","11/10/2018",967,13.2,31,3.8,2000,-3.5,2.58,0,0,"Autumn","No Holiday","Yes"
"316","12/10/2018",1073,14.7,38,1,1884,0.5,2.55,0,0,"Autumn","No Holiday","Yes"
"317","13/10/2018",1402,16.6,36,0.7,1442,1.4,2.45,0,0,"Autumn","No Holiday","Yes"
"318","14/10/2018",1394,17.2,33,1.1,1258,0.7,2.28,0,0,"Autumn","No Holiday","Yes"
"319","15/10/2018",1052,19,60,1.8,513,11,2.11,0,0,"Autumn","No Holiday","Yes"
"320","16/10/2018",1063,18.8,35,1.2,1057,2.9,2.06,0,0,"Autumn","No Holiday","Yes"
"321","17/10/2018",1088,16.2,29,2.5,1935,-1.8,2.45,0,0,"Autumn","No Holiday","Yes"
"322","18/10/2018",1132,16.8,50,1.6,2000,6.3,1.94,0,0,"Autumn","No Holiday","Yes"
"323","19/10/2018",1161,17.4,33,1.1,2000,0.9,2.39,0,0,"Autumn","No Holiday","Yes"
"324","20/10/2018",1407,17.7,33,2.2,1556,1.2,2.37,0,0,"Autumn","No Holiday","Yes"
"325","21/10/2018",1417,18.4,28,1.9,1690,-0.4,2.33,0,0,"Autumn","No Holiday","Yes"
"326","22/10/2018",1034,18.2,34,1,758,2,2.03,0,0,"Autumn","No Holiday","Yes"
"327","23/10/2018",363,11.5,90,1.2,973,9.9,0.06,5,0,"Autumn","No Holiday","Yes"
"328","24/10/2018",1126,16.8,48,1.6,1673,5.7,2.1,0,0,"Autumn","No Holiday","Yes"
"329","25/10/2018",1188,18.2,37,1.4,1861,3.2,2.25,0,0,"Autumn","No Holiday","Yes"
"330","26/10/2018",29,12.4,90,1.1,297,10.7,0.19,1,0,"Autumn","No Holiday","Yes"
"331","27/10/2018",1076,10.4,41,4.9,1966,-2.3,1.33,0,0,"Autumn","No Holiday","Yes"
"332","28/10/2018",630,11.9,74,1.6,1801,7.4,1.84,0,0,"Autumn","No Holiday","Yes"
"333","29/10/2018",737,10.8,49,2.7,2000,0.4,1.45,0,0,"Autumn","No Holiday","Yes"
"334","30/10/2018",881,8.5,34,1.5,1892,-6.4,2.21,0,0,"Autumn","No Holiday","Yes"
"335","31/10/2018",907,10,39,2,2000,-3.3,2.2,0,0,"Autumn","No Holiday","Yes"
"336","01/11/2018",926,12.6,36,2.6,1785,-2.1,2.14,0,0,"Autumn","No Holiday","Yes"
"337","02/11/2018",1023,14.9,40,1.1,1288,1.4,2.06,0,0,"Autumn","No Holiday","Yes"
"338","03/11/2018",0,16.5,37,1.8,1060,1.7,2.14,0,0,"Autumn","No Holiday","No"
"339","04/11/2018",1145,16.3,33,2.9,1530,0,2.13,0,0,"Autumn","No Holiday","Yes"
"340","05/11/2018",971,16.4,48,2.1,653,5.3,1.68,0,0,"Autumn","No Holiday","Yes"
"341","06/11/2018",0,14.5,57,0.8,373,6,1.08,0,0,"Autumn","No Holiday","No"
"342","07/11/2018",697,13.2,77,1.3,589,9.2,0.5,0,0,"Autumn","No Holiday","Yes"
"343","08/11/2018",17,11.4,95,2.5,792,10.6,0.44,5.5,0,"Autumn","No Holiday","Yes"
"344","09/11/2018",0,13.9,50,4.1,1964,3.6,2.14,0,0,"Autumn","No Holiday","No"
"345","10/11/2018",1034,15.1,54,2.2,495,5.8,1.91,0,0,"Autumn","No Holiday","Yes"
"346","11/11/2018",769,10.6,72,2,365,5.7,0.29,0,0,"Autumn","No Holiday","Yes"
"347","12/11/2018",888,12.3,37,0.8,1690,-1.9,1.93,0,0,"Autumn","No Holiday","Yes"
"348","13/11/2018",890,12.8,45,1.8,1170,1.1,1.82,0,0,"Autumn","No Holiday","Yes"
"349","14/11/2018",963,14.2,45,0.9,1531,2.4,1.86,0,0,"Autumn","No Holiday","Yes"
"350","15/11/2018",942,13.8,43,0.9,987,1.4,1.61,0,0,"Autumn","No Holiday","Yes"
"351","16/11/2018",886,13.4,48,2.3,962,2.5,1.64,0,0,"Autumn","No Holiday","Yes"
"352","17/11/2018",994,9.1,34,1,1802,-5.9,1.95,0,0,"Autumn","No Holiday","Yes"
"353","18/11/2018",776,9.2,47,2.5,1910,-1.5,1.37,0,0,"Autumn","No Holiday","Yes"
"354","19/11/2018",785,10.3,38,1.2,1130,-3.4,1.08,0,0,"Autumn","No Holiday","Yes"
"355","20/11/2018",788,10.1,23,1.8,1745,-10.1,1.82,0,0,"Autumn","No Holiday","Yes"
"356","21/11/2018",697,7.7,34,0.6,1969,-7.2,0.49,0,0,"Autumn","No Holiday","Yes"
"357","22/11/2018",717,5.9,23,2.8,1985,-13.7,1.88,0,0,"Autumn","No Holiday","Yes"
"358","23/11/2018",664,5.5,20,1.4,1992,-15.7,1.85,0,0,"Autumn","No Holiday","Yes"
"359","24/11/2018",167,2.5,84,1.9,1538,0,0.4,1.8,7,"Autumn","No Holiday","Yes"
"360","25/11/2018",700,6.9,59,0.9,669,-0.5,1.31,0,2.2,"Autumn","No Holiday","Yes"
"361","26/11/2018",752,9.1,57,1.1,562,1,1.69,0,0,"Autumn","No Holiday","Yes"
"362","27/11/2018",672,9.3,61,1.5,390,2.1,0.85,0,0,"Autumn","No Holiday","Yes"
"363","28/11/2018",635,7.9,14,1.7,1688,-18,1.81,0,0,"Autumn","No Holiday","Yes"
"364","29/11/2018",661,5.6,27,0.3,1522,-11.9,0.34,0,0,"Autumn","No Holiday","Yes"
"365","30/11/2018",720,6.6,35,1.3,1409,-7.8,1.7,0,0,"Autumn","No Holiday","Yes"
